date,time,datetime,depth_m,salinity_ppt,ph,do_mg_l,turb_ntu,chl_ug_l,t_c
7/1/15,0:00:24,7/1/15 0:00,0.741,0.12,8.53,10.16,1.9,4.3,24.92
7/1/15,0:15:24,7/1/15 0:15,0.706,0.12,8.45,9.91,2,3.8,24.89
7/1/15,0:30:24,7/1/15 0:30,0.687,0.12,8.38,9.68,1.9,4.3,24.87
7/1/15,0:45:24,7/1/15 0:45,0.684,0.12,8.29,9.47,2,4.3,24.83
7/1/15,1:00:23,7/1/15 1:00,0.73,0.12,7.94,8.49,6.1,10.7,24.66
7/1/15,1:15:24,7/1/15 1:15,0.683,0.12,7.67,7.9,6.1,11.6,24.3
7/1/15,1:30:24,7/1/15 1:30,0.664,0.12,7.75,8.07,5.3,20.7,24.39
7/1/15,1:45:24,7/1/15 1:45,0.659,0.12,7.78,8.02,4.8,5.5,24.36
7/1/15,2:00:24,7/1/15 2:00,0.724,0.12,7.81,8,4.5,5.1,24.36
7/1/15,2:15:24,7/1/15 2:15,0.782,0.12,7.76,7.88,3.9,27.4,24.22
7/1/15,2:30:24,7/1/15 2:30,0.78,0.12,7.71,7.77,4.3,4.4,24.11
7/1/15,2:45:24,7/1/15 2:45,0.762,0.12,7.69,7.69,3.7,4.4,24.04
7/1/15,3:00:23,7/1/15 3:00,0.749,0.12,7.67,7.65,3.6,4.1,23.91
7/1/15,3:15:24,7/1/15 3:15,0.77,0.12,7.66,7.56,3.4,4.4,23.83
7/1/15,3:30:24,7/1/15 3:30,0.807,0.12,7.65,7.53,3.6,14.9,23.8
7/1/15,3:45:23,7/1/15 3:45,0.838,0.12,7.65,7.47,3.5,25.9,23.78
7/1/15,4:00:24,7/1/15 4:00,0.852,0.12,7.65,7.5,3.6,5.2,23.74
7/1/15,4:15:24,7/1/15 4:15,0.865,0.12,7.65,7.44,3.6,6.2,23.73
7/1/15,4:30:24,7/1/15 4:30,0.893,0.12,7.64,7.38,3.1,5.6,23.73
7/1/15,4:45:24,7/1/15 4:45,0.917,0.12,7.64,7.28,3.1,5,23.73
7/1/15,5:00:24,7/1/15 5:00,0.946,0.12,7.64,7.29,3,4.7,23.71
7/1/15,5:15:24,7/1/15 5:15,0.972,0.12,7.64,7.26,3.5,7.8,23.71
7/1/15,5:30:24,7/1/15 5:30,0.995,0.12,7.65,7.21,2.9,4.5,23.71
7/1/15,5:45:24,7/1/15 5:45,1.021,0.12,7.66,7.19,2.9,6.3,23.73
7/1/15,6:00:24,7/1/15 6:00,1.056,0.12,7.68,7.21,2.9,8.2,23.74
7/1/15,6:15:24,7/1/15 6:15,1.09,0.12,7.69,7.19,2.8,15.3,23.75
7/1/15,6:30:23,7/1/15 6:30,1.122,0.12,7.72,7.21,2.9,8.4,23.75
7/1/15,6:45:24,7/1/15 6:45,1.148,0.12,7.76,7.29,2.9,11.4,23.77
7/1/15,7:00:24,7/1/15 7:00,1.176,0.12,7.83,7.48,2.7,10.8,23.79
7/1/15,7:15:24,7/1/15 7:15,1.199,0.12,7.92,7.71,2.7,10.2,23.82
7/1/15,7:30:24,7/1/15 7:30,1.22,0.12,8.01,7.96,2.5,3.5,23.85
7/1/15,7:45:24,7/1/15 7:45,1.237,0.12,8.07,8.04,2.5,4.9,23.89
7/1/15,8:00:24,7/1/15 8:00,1.242,0.12,8.15,8.17,2.5,3.9,23.91
7/1/15,8:15:24,7/1/15 8:15,1.239,0.12,8.15,8.2,2.3,3.4,23.91
7/1/15,8:30:24,7/1/15 8:30,1.233,0.12,8.22,8.43,2.2,4.1,23.9
7/1/15,8:45:24,7/1/15 8:45,1.218,0.12,8.26,8.57,2.1,,23.87
7/1/15,9:00:24,7/1/15 9:00,1.201,0.12,8.3,8.66,2.3,3.2,23.81
7/1/15,9:15:24,7/1/15 9:15,1.177,0.12,8.33,8.77,2.3,2.9,23.78
7/1/15,9:30:24,7/1/15 9:30,1.148,0.12,8.38,8.99,2.3,3.1,23.8
7/1/15,9:45:24,7/1/15 9:45,1.119,0.12,8.44,9.24,2.3,3.3,23.83
7/1/15,10:00:24,7/1/15 10:00,1.088,0.12,8.49,9.5,2.2,2.5,23.88
7/1/15,10:15:24,7/1/15 10:15,1.058,0.12,8.56,9.69,2.1,2.9,23.94
7/1/15,10:30:24,7/1/15 10:30,1.025,0.12,8.62,9.97,2.1,2.8,24.01
7/1/15,10:45:24,7/1/15 10:45,0.992,0.12,8.67,10.36,2.1,2.6,24.08
7/1/15,11:00:24,7/1/15 11:00,0.956,0.12,8.75,10.54,2.1,2.7,24.16
7/1/15,11:15:24,7/1/15 11:15,0.922,0.12,8.83,10.95,2.1,2.7,24.23
7/1/15,11:30:23,7/1/15 11:30,0.89,0.12,8.89,11.2,2.1,3,24.32
7/1/15,11:45:24,7/1/15 11:45,0.857,0.12,8.88,11.4,2.2,6.5,24.39
7/1/15,12:00:24,7/1/15 12:00,0.823,0.12,8.9,11.65,2.3,3,24.47
7/1/15,12:15:24,7/1/15 12:15,0.793,0.12,9.02,11.99,2.1,2.6,24.58
7/1/15,12:30:24,7/1/15 12:30,0.764,0.12,9.07,12.33,2.2,2.6,24.7
7/1/15,12:45:23,7/1/15 12:45,0.735,0.12,9.04,12.62,2.2,2.8,24.82
7/1/15,13:00:23,7/1/15 13:00,0.706,0.12,9.13,12.85,2.1,2.7,24.91
7/1/15,13:15:24,7/1/15 13:15,0.672,0.12,9.18,13.23,2,2.8,25.03
7/1/15,13:30:24,7/1/15 13:30,0.642,0.12,9.2,13.45,2,2.4,25.08
7/1/15,13:45:24,7/1/15 13:45,0.613,0.12,9.27,13.76,2.1,4.6,25.19
7/1/15,14:00:24,7/1/15 14:00,0.584,0.12,9.27,13.99,1.9,3.3,25.29
7/1/15,14:15:24,7/1/15 14:15,0.555,0.12,9.29,14.19,2.2,3.3,25.38
7/1/15,14:30:23,7/1/15 14:30,0.528,0.12,9.29,14.4,2.6,4.1,25.47
7/1/15,14:45:23,7/1/15 14:45,0.504,0.12,9.31,14.59,6.5,3.2,25.56
7/1/15,15:00:24,7/1/15 15:00,0.486,0.12,9.33,14.8,2.5,2.9,25.64
7/1/15,15:15:23,7/1/15 15:15,0.466,0.12,9.34,15.02,2.5,2.3,25.68
7/1/15,15:30:24,7/1/15 15:30,0.453,0.12,9.36,15.18,2.6,2.9,25.76
7/1/15,15:45:23,7/1/15 15:45,0.436,0.12,9.37,15.19,2.6,2.4,25.77
7/1/15,16:00:24,7/1/15 16:00,0.435,0.12,9.4,15.31,2.6,2.6,25.8
7/1/15,16:15:23,7/1/15 16:15,0.432,0.12,9.41,15.46,2.6,2.7,25.87
7/1/15,16:30:24,7/1/15 16:30,0.437,0.12,9.41,15.41,2.6,3,25.9
7/1/15,16:45:24,7/1/15 16:45,0.442,0.12,9.39,15.49,2.8,3.6,25.89
7/1/15,17:00:24,7/1/15 17:00,0.456,0.12,9.42,15.45,2.6,3.5,25.89
7/1/15,17:15:24,7/1/15 17:15,0.471,0.12,9.44,15.79,2.7,12.7,25.91
7/1/15,17:30:24,7/1/15 17:30,0.495,0.12,9.43,15.75,2.8,14.6,25.93
7/1/15,17:45:24,7/1/15 17:45,0.522,0.12,9.45,15.93,2.7,5.5,25.95
7/1/15,18:00:24,7/1/15 18:00,0.551,0.12,9.45,16.06,2.8,2.7,25.94
7/1/15,18:15:24,7/1/15 18:15,0.581,0.11,9.41,15.73,3,3.2,25.85
7/1/15,18:30:24,7/1/15 18:30,0.614,0.11,9.37,15.42,3.2,3.4,25.79
7/1/15,18:45:24,7/1/15 18:45,0.648,0.11,9.33,15.13,3.4,4,25.75
7/1/15,19:00:24,7/1/15 19:00,0.682,0.11,9.33,15.17,3.3,4,25.74
7/1/15,19:15:24,7/1/15 19:15,0.714,0.11,9.32,15.07,3.3,3.7,25.72
7/1/15,19:30:24,7/1/15 19:30,0.741,0.11,9.32,15.03,3.1,3.8,25.71
7/1/15,19:45:24,7/1/15 19:45,0.769,0.11,9.3,14.87,3.1,3.9,25.69
7/1/15,20:00:24,7/1/15 20:00,0.797,0.11,9.29,14.73,3.2,3.8,25.68
7/1/15,20:15:24,7/1/15 20:15,0.816,0.11,9.28,14.59,3.1,3.9,25.66
7/1/15,20:30:24,7/1/15 20:30,0.831,0.11,9.27,14.63,3.1,3.6,25.64
7/1/15,20:45:24,7/1/15 20:45,0.838,0.11,9.28,14.63,3,3.8,25.61
7/1/15,21:00:24,7/1/15 21:00,0.838,0.11,9.28,14.49,3.1,4.3,25.57
7/1/15,21:15:24,7/1/15 21:15,0.837,0.11,9.28,14.52,3,4,25.54
7/1/15,21:30:24,7/1/15 21:30,0.829,0.11,9.31,14.64,2.8,3.5,25.56
7/1/15,21:45:24,7/1/15 21:45,0.82,0.11,9.33,14.79,2.7,3.2,25.57
7/1/15,22:00:24,7/1/15 22:00,0.802,0.11,9.35,14.91,2.5,3,25.57
7/1/15,22:15:24,7/1/15 22:15,0.786,0.11,9.35,14.81,2.2,3.3,25.55
7/1/15,22:30:24,7/1/15 22:30,0.769,0.11,9.35,14.66,2.1,3,25.52
7/1/15,22:45:24,7/1/15 22:45,0.747,0.11,9.35,14.59,2.1,3.1,25.47
7/1/15,23:00:24,7/1/15 23:00,0.726,0.11,9.33,14.49,2.1,3,25.43
7/1/15,23:15:24,7/1/15 23:15,0.704,0.11,9.31,14.35,2.1,3.1,25.37
7/1/15,23:30:24,7/1/15 23:30,0.682,0.11,9.27,13.98,2.2,2.6,25.32
7/1/15,23:45:24,7/1/15 23:45,0.657,0.11,9.23,13.62,2.1,3,25.25
7/2/15,0:00:24,7/2/15 0:00,0.632,0.11,9.15,13.15,2.3,2.9,25.15
7/2/15,0:15:24,7/2/15 0:15,0.603,0.11,9.07,12.69,2.3,3.3,25.05
7/2/15,0:30:24,7/2/15 0:30,0.575,0.11,8.99,12.14,2.3,3.4,24.95
7/2/15,0:45:24,7/2/15 0:45,0.543,0.11,8.9,11.7,2.4,3.1,24.86
7/2/15,1:00:24,7/2/15 1:00,0.518,0.12,8.8,11.2,2.5,3.6,24.77
7/2/15,1:15:24,7/2/15 1:15,0.488,0.12,8.71,10.8,2.5,3.2,24.68
7/2/15,1:30:24,7/2/15 1:30,0.465,0.12,8.61,10.41,2.5,3.1,24.59
7/2/15,1:45:24,7/2/15 1:45,0.443,0.12,8.51,10.04,2.6,3.1,24.51
7/2/15,2:00:24,7/2/15 2:00,0.422,0.12,8.42,9.76,2.5,3.3,24.44
7/2/15,2:15:23,7/2/15 2:15,0.404,0.12,8.33,9.54,2.5,3,24.38
7/2/15,2:30:24,7/2/15 2:30,0.386,0.12,8.24,9.28,2.5,2.9,24.32
7/2/15,2:45:24,7/2/15 2:45,0.369,0.12,8.16,9.03,2.5,3.5,24.26
7/2/15,3:00:24,7/2/15 3:00,0.359,0.12,8.1,8.9,2.4,3.1,24.2
7/2/15,3:15:24,7/2/15 3:15,0.358,0.12,8.04,8.74,2.4,3.2,24.14
7/2/15,3:30:24,7/2/15 3:30,0.36,0.12,7.99,8.58,5.7,7.5,24.12
7/2/15,3:45:24,7/2/15 3:45,0.373,0.12,7.93,8.38,2.6,3.8,24.12
7/2/15,4:00:24,7/2/15 4:00,0.39,0.12,7.92,8.33,2.4,3.7,24.02
7/2/15,4:15:24,7/2/15 4:15,0.411,0.12,7.92,8.34,2.3,3.8,23.97
7/2/15,4:30:24,7/2/15 4:30,0.442,0.12,7.91,8.28,2.3,14.4,23.91
7/2/15,4:45:24,7/2/15 4:45,0.48,0.12,7.89,8.12,2.3,5.4,23.88
7/2/15,5:00:23,7/2/15 5:00,0.52,0.12,7.88,8.03,2.2,33.1,23.86
7/2/15,5:15:24,7/2/15 5:15,0.563,0.12,7.89,7.97,2.1,10.4,23.85
7/2/15,5:30:23,7/2/15 5:30,0.613,0.12,7.93,8.01,2.1,13.3,23.85
7/2/15,5:45:24,7/2/15 5:45,0.661,0.12,7.99,8.14,2,19.1,23.88
7/2/15,6:00:24,7/2/15 6:00,0.71,0.12,8.03,8.29,2,8.4,23.89
7/2/15,6:15:24,7/2/15 6:15,0.766,0.12,8.08,8.38,2.1,3.9,23.9
7/2/15,6:30:24,7/2/15 6:30,0.818,0.12,8.13,8.49,2,4.1,23.91
7/2/15,6:45:23,7/2/15 6:45,0.866,0.12,8.17,8.64,2,4.4,23.92
7/2/15,7:00:24,7/2/15 7:00,0.912,0.12,8.18,8.75,2,7.2,23.91
7/2/15,7:15:24,7/2/15 7:15,0.958,0.12,8.18,8.6,2,4.4,23.9
7/2/15,7:30:24,7/2/15 7:30,0.997,0.12,8.16,8.56,2,5.2,23.88
7/2/15,7:45:24,7/2/15 7:45,1.03,0.12,8.18,8.59,2.4,5.6,23.86
7/2/15,8:00:24,7/2/15 8:00,1.058,0.12,8.17,8.54,2,5,23.86
7/2/15,8:15:24,7/2/15 8:15,1.078,0.12,8.18,8.54,2,5.4,23.85
7/2/15,8:30:23,7/2/15 8:30,1.101,0.12,8.25,8.68,2,5.2,23.84
7/2/15,8:45:23,7/2/15 8:45,1.111,0.12,8.45,9.02,1.6,4,23.86
7/2/15,9:00:24,7/2/15 9:00,1.117,0.12,8.58,9.3,1.5,5.4,23.88
7/2/15,9:15:23,7/2/15 9:15,1.117,0.12,8.64,9.48,1.4,7.5,23.89
7/2/15,9:30:24,7/2/15 9:30,1.109,0.12,8.65,9.43,1.4,7.8,23.87
7/2/15,9:45:24,7/2/15 9:45,1.099,0.12,8.64,9.37,1.3,10.8,23.84
7/2/15,10:00:24,7/2/15 10:00,1.079,0.12,8.61,9.24,1.4,2.8,23.83
7/2/15,10:15:24,7/2/15 10:15,1.06,0.12,8.65,9.25,1.4,2.6,23.84
7/2/15,10:30:24,7/2/15 10:30,1.033,0.12,8.61,9.31,1.4,3.8,23.88
7/2/15,10:45:24,7/2/15 10:45,1.005,0.12,8.58,9.22,1.4,3.6,23.89
7/2/15,11:00:24,7/2/15 11:00,0.972,0.12,8.49,9.05,1.6,3.4,23.87
7/2/15,11:15:24,7/2/15 11:15,0.938,0.12,8.38,8.81,1.6,4.1,23.83
7/2/15,11:30:24,7/2/15 11:30,0.904,0.12,8.31,8.58,1.6,3.7,23.79
7/2/15,11:45:24,7/2/15 11:45,0.871,0.12,8.28,8.44,1.7,3.4,23.77
7/2/15,12:00:23,7/2/15 12:00,0.839,0.12,8.25,8.29,1.7,3.3,23.74
7/2/15,12:15:24,7/2/15 12:15,0.804,0.12,8.26,8.22,1.7,3.4,23.73
7/2/15,12:30:24,7/2/15 12:30,0.77,0.12,8.18,8.21,1.7,3,23.7
7/2/15,12:45:24,7/2/15 12:45,0.737,0.12,8.17,8.34,1.7,3.8,23.67
7/2/15,13:00:24,7/2/15 13:00,0.706,0.12,8.22,8.58,1.7,5.2,23.65
7/2/15,13:15:23,7/2/15 13:15,0.678,0.12,8.2,8.79,1.7,3.1,23.61
7/2/15,13:30:24,7/2/15 13:30,0.648,0.12,8.2,8.9,1.7,3.2,23.55
7/2/15,13:45:24,7/2/15 13:45,0.617,0.12,8.2,8.96,1.7,2.9,23.47
7/2/15,14:00:24,7/2/15 14:00,0.586,0.12,8.19,9.05,1.7,2.9,23.38
7/2/15,14:15:24,7/2/15 14:15,0.556,0.12,8.17,9.12,1.7,3.2,23.28
7/2/15,14:30:24,7/2/15 14:30,0.529,0.12,8.12,9.13,1.8,2.3,23.17
7/2/15,14:45:24,7/2/15 14:45,0.502,0.12,8.14,9.18,1.8,3.1,23.07
7/2/15,15:00:24,7/2/15 15:00,0.477,0.12,8.22,9.35,1.8,2.9,23.01
7/2/15,15:15:24,7/2/15 15:15,0.454,0.12,8.21,9.52,2,3,22.95
7/2/15,15:30:24,7/2/15 15:30,0.432,0.12,8.22,9.62,2,6.6,22.88
7/2/15,15:45:24,7/2/15 15:45,0.413,0.12,8.28,9.81,2,3.9,22.85
7/2/15,16:00:24,7/2/15 16:00,0.397,0.12,8.34,9.91,2,3,22.83
7/2/15,16:15:24,7/2/15 16:15,0.384,0.12,8.36,10.1,2,2.7,22.81
7/2/15,16:30:24,7/2/15 16:30,0.374,0.12,8.41,10.22,2,3,22.8
7/2/15,16:45:24,7/2/15 16:45,0.371,0.12,8.4,10.3,2,8.5,22.79
7/2/15,17:00:24,7/2/15 17:00,0.371,0.12,8.4,10.32,2.1,3.1,22.77
7/2/15,17:15:24,7/2/15 17:15,0.379,0.11,8.39,10.28,2,3.1,22.75
7/2/15,17:30:24,7/2/15 17:30,0.396,0.11,8.36,10.19,2,5.3,22.75
7/2/15,17:45:24,7/2/15 17:45,0.415,0.12,8.35,10.19,2.2,4.3,22.75
7/2/15,18:00:24,7/2/15 18:00,0.441,0.11,8.38,10.3,2,4,22.75
7/2/15,18:15:24,7/2/15 18:15,0.465,0.11,8.38,10.37,2,3,22.73
7/2/15,18:30:24,7/2/15 18:30,0.496,0.12,8.39,10.36,2,2.8,22.74
7/2/15,18:45:24,7/2/15 18:45,0.53,0.12,8.39,10.37,1.9,2.8,22.74
7/2/15,19:00:24,7/2/15 19:00,0.568,0.12,8.4,10.45,2,3.8,22.74
7/2/15,19:15:24,7/2/15 19:15,0.61,0.12,8.39,10.35,1.8,3.5,22.74
7/2/15,19:30:24,7/2/15 19:30,0.65,0.12,8.38,10.28,1.8,3.2,22.74
7/2/15,19:45:24,7/2/15 19:45,0.689,0.12,8.37,10.25,1.8,3.2,22.74
7/2/15,20:00:24,7/2/15 20:00,0.728,0.12,8.34,10.07,1.8,5.1,22.74
7/2/15,20:15:24,7/2/15 20:15,0.762,0.12,8.26,10.01,1.7,4.9,22.74
7/2/15,20:30:24,7/2/15 20:30,0.793,0.12,8.28,9.91,1.7,5,22.73
7/2/15,20:45:24,7/2/15 20:45,0.824,0.12,8.26,9.84,1.7,12.1,22.74
7/2/15,21:00:24,7/2/15 21:00,0.847,0.12,8.24,9.78,1.7,4.6,22.72
7/2/15,21:15:24,7/2/15 21:15,0.86,0.12,8.21,9.79,2,23,22.71
7/2/15,21:30:24,7/2/15 21:30,0.869,0.12,8.23,9.69,1.7,18,22.67
7/2/15,21:45:24,7/2/15 21:45,0.873,0.12,8.24,9.63,1.7,23.5,22.62
7/2/15,22:00:24,7/2/15 22:00,0.872,0.12,8.22,9.5,1.7,28,22.56
7/2/15,22:15:24,7/2/15 22:15,0.87,0.12,8.2,9.52,2,19.3,22.52
7/2/15,22:30:24,7/2/15 22:30,0.859,0.12,8.17,9.48,1.8,19.3,22.47
7/2/15,22:45:24,7/2/15 22:45,0.848,0.12,8.13,9.39,1.8,18.9,22.42
7/2/15,23:00:24,7/2/15 23:00,0.837,0.12,8.08,9.23,1.8,23.6,22.37
7/2/15,23:15:24,7/2/15 23:15,0.822,0.12,8.03,9.09,1.9,7.9,22.33
7/2/15,23:30:24,7/2/15 23:30,0.802,0.11,7.97,8.92,1.8,6,22.29
7/2/15,23:45:24,7/2/15 23:45,0.779,0.11,7.91,8.71,1.8,4.7,22.25
7/3/15,0:00:24,7/3/15 0:00,0.755,0.11,7.85,8.58,1.8,5,22.2
7/3/15,0:15:24,7/3/15 0:15,0.729,0.11,7.8,8.49,2.1,4,22.15
7/3/15,0:30:24,7/3/15 0:30,0.703,0.11,7.76,8.36,2,11.5,22.1
7/3/15,0:45:24,7/3/15 0:45,0.674,0.11,7.72,8.18,2,5.4,22.05
7/3/15,1:00:24,7/3/15 1:00,0.643,0.11,7.67,7.94,2.1,4.3,22.01
7/3/15,1:15:24,7/3/15 1:15,0.613,0.11,7.63,7.77,2.1,4.5,21.97
7/3/15,1:30:24,7/3/15 1:30,0.584,0.11,7.59,7.58,2.1,2.8,21.94
7/3/15,1:45:24,7/3/15 1:45,0.553,0.11,7.56,7.46,2.2,4,21.91
7/3/15,2:00:24,7/3/15 2:00,0.526,0.11,7.54,7.32,2.1,7.3,21.88
7/3/15,2:15:24,7/3/15 2:15,0.5,0.11,7.52,7.2,2.2,3.5,21.85
7/3/15,2:30:23,7/3/15 2:30,0.477,0.11,7.5,7.07,2.2,3,21.83
7/3/15,2:45:24,7/3/15 2:45,0.453,0.11,7.49,6.96,2.3,4.5,21.8
7/3/15,3:00:24,7/3/15 3:00,0.433,0.11,7.48,6.84,2.2,3,21.77
7/3/15,3:15:24,7/3/15 3:15,0.415,0.11,7.47,6.75,2.1,3.1,21.74
7/3/15,3:30:23,7/3/15 3:30,0.4,0.11,7.46,6.68,2.3,2.8,21.71
7/3/15,3:45:24,7/3/15 3:45,0.388,0.11,7.45,6.53,2.2,2.8,21.67
7/3/15,4:00:24,7/3/15 4:00,0.38,0.11,7.45,6.46,2.1,3.3,21.64
7/3/15,4:15:24,7/3/15 4:15,0.378,0.11,7.44,6.35,2.3,4.2,21.6
7/3/15,4:30:24,7/3/15 4:30,0.382,0.11,7.44,6.29,2.2,3.9,21.59
7/3/15,4:45:24,7/3/15 4:45,0.392,0.11,7.44,6.14,2.1,3.2,21.58
7/3/15,5:00:24,7/3/15 5:00,0.41,0.11,7.44,6.11,2,3.3,21.55
7/3/15,5:15:24,7/3/15 5:15,0.429,0.11,7.45,6.22,2.1,2.8,21.52
7/3/15,5:30:23,7/3/15 5:30,0.455,0.11,7.47,6.4,2,3,21.5
7/3/15,5:45:24,7/3/15 5:45,0.488,0.11,7.5,6.5,2.3,3,21.49
7/3/15,6:00:24,7/3/15 6:00,0.527,0.11,7.54,6.65,2,2.9,21.48
7/3/15,6:15:24,7/3/15 6:15,0.572,0.11,7.59,6.76,1.9,2.9,21.49
7/3/15,6:30:24,7/3/15 6:30,0.618,0.11,7.65,6.91,1.9,3.1,21.5
7/3/15,6:45:24,7/3/15 6:45,0.667,0.11,7.74,7.08,1.8,3.1,21.52
7/3/15,7:00:24,7/3/15 7:00,0.717,0.11,7.82,7.27,1.8,2.5,21.56
7/3/15,7:15:23,7/3/15 7:15,0.767,0.11,7.9,7.48,2.1,2.6,21.59
7/3/15,7:30:24,7/3/15 7:30,0.814,0.11,7.99,7.7,1.7,3.1,21.64
